Age,Gender,Income,Education,Nationality,MonthlySpend,PurchaseFreq,PlatformsUsed,MainInfluencerTier,AdFormat,InfluencerCount,MostTrustedPlatform,PurchasedFromInfluencer,WouldRecommend,PurchaseChallenge,InfluencerContentType,WillingnessToTry,WillingnessToPayExtra,MarketingEffectiveness,OnlineCommunityMember,BiggestTurnoff,DiscoveryChannel,PurchaseTimeAfterAd,PurchaseInfluencingFactors
32,Female,<5k,Bachelors,Expat-Arab,100-250,Quarterly,"TikTok, YouTube, Facebook",Micro,Story,1-3,Facebook,Yes,Yes,NotSure,"Reel, Post",Unlikely,No,SomewhatEffective,No,Repetitive,InStore,Month,"Ingredients, Price"
25,Male,5-10k,Bachelors,Expat-Asian,<100,Monthly,"Instagram, YouTube, TikTok",Mega,Reel,1-3,YouTube,Yes,Yes,NotSure,Reel,Neutral,No,HighlyEffective,No,Inauthentic,SocialMedia,Month,"Ingredients, Influencer"
26,Female,10-20k,Bachelors,Expat-Asian,250-500,Rarely,Instagram,Macro,Reel,8+,Instagram,No,No,NotSure,"Reel, Post",VeryLikely,1-10%,SomewhatEffective,No,Inauthentic,FriendsFamily,Week,"Brand, Ingredients"
21,Female,10-20k,Bachelors,Expat-Asian,250-500,Monthly,"Snapchat, Facebook",Macro,Video,1-3,Facebook,Yes,No,NotTrusted,"Reel, Video",Neutral,No,NotEffective,No,Overpromo,SocialMedia,Month,"Brand, Reviews"
24,Male,5-10k,Bachelors,Expat-Asian,<100,Quarterly,"Facebook, TikTok, Instagram",Macro,Post,8+,TikTok,No,No,NotSure,Reel,Neutral,No,SomewhatEffective,Yes,Repetitive,SocialMedia,Later,"Friends, Price"
21,Female,5-10k,Bachelors,Expat-Asian,250-500,Weekly,"Instagram, TikTok, Facebook",Macro,Story,1-3,Facebook,Yes,No,NotSure,Story,VeryUnlikely,1-10%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Never,"Influencer, Price"
24,Female,5-10k,Masters,Expat-Arab,500-1000,Monthly,"Snapchat, TikTok, Facebook",Micro,Story,4-7,Facebook,No,No,TooManyOptions,Reel,Likely,1-10%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Week,"Brand, Friends"
38,Male,5-10k,Bachelors,Expat-Asian,500-1000,Monthly,TikTok,Micro,Post,1-3,TikTok,Yes,No,Expensive,"Video, Post, Story",Likely,1-10%,SomewhatEffective,No,Inauthentic,InStore,Week,"Price, Friends"
24,Female,5-10k,Masters,Expat-Arab,250-500,Quarterly,TikTok,Macro,Reel,8+,TikTok,No,No,NotSure,Story,Neutral,No,Neutral,Yes,Overpromo,Ads,Month,"Ingredients, Friends"
49,Female,10-20k,Bachelors,Expat-Western,1000+,Monthly,"Snapchat, Facebook, Instagram",Micro,Video,None,Instagram,No,No,NotTrusted,"Story, Post, Video",VeryUnlikely,11-25%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Friends, Influencer"
34,Male,5-10k,Masters,Expat-Arab,250-500,Quarterly,"Instagram, TikTok",Macro,Story,1-3,TikTok,No,No,NotTrusted,"Post, Reel",VeryLikely,1-10%,Neutral,Yes,Overpromo,SocialMedia,Immediate,"Price, Reviews"
32,Female,5-10k,Bachelors,Emirati,100-250,Monthly,TikTok,Macro,Reel,4-7,TikTok,Yes,Yes,Expensive,Post,Likely,No,Neutral,No,Repetitive,SocialMedia,Week,"Reviews, Price"
24,Female,10-20k,Masters,Expat-Arab,500-1000,Monthly,"Facebook, Snapchat",Macro,Reel,1-3,Facebook,Yes,Yes,NotTrusted,"Reel, Story, Post",Likely,11-25%,Neutral,No,Unrelatable,InStore,Later,"Price, Friends"
35,Female,30k+,HighSchool,Expat-Asian,100-250,Monthly,TikTok,Macro,Story,1-3,TikTok,Yes,Yes,NotTrusted,"Video, Story, Reel",VeryLikely,50%+,HighlyEffective,No,Inauthentic,Ads,Later,"Price, Friends"
26,Female,10-20k,Masters,Expat-Arab,100-250,Quarterly,TikTok,Macro,Post,8+,TikTok,No,No,HardToFind,"Post, Reel, Story",VeryLikely,No,HighlyEffective,Yes,Unrelatable,FriendsFamily,Month,"Reviews, Ingredients"
31,Female,<5k,HighSchool,Expat-Arab,100-250,Monthly,"Instagram, Snapchat",Macro,Reel,1-3,Snapchat,Yes,No,Expensive,Post,Likely,No,SomewhatEffective,Yes,Overpromo,InStore,Month,"Brand, Reviews"
48,Female,<5k,Masters,Expat-Asian,500-1000,Quarterly,"YouTube, Facebook",Macro,Video,1-3,YouTube,Yes,Yes,TooManyOptions,"Reel, Story",Unlikely,1-10%,Neutral,Yes,None,Ads,Month,"Friends, Reviews"
30,Female,30k+,Doctorate,Expat-Arab,500-1000,Quarterly,"Facebook, Snapchat",Macro,Reel,None,Snapchat,Yes,Yes,TooManyOptions,Reel,VeryLikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Week,"Ingredients, Reviews"
39,Male,5-10k,Bachelors,Expat-Western,100-250,Rarely,TikTok,Macro,Post,4-7,TikTok,Yes,No,Expensive,"Post, Reel, Video",Likely,11-25%,SomewhatEffective,No,Repetitive,SocialMedia,Month,"Influencer, Reviews"
26,Female,<5k,Bachelors,Expat-Western,100-250,Monthly,"TikTok, Instagram",Mega,Post,1-3,Instagram,Yes,No,Expensive,"Video, Story",Neutral,No,HighlyEffective,Yes,Repetitive,SocialMedia,Immediate,"Brand, Price"
30,Female,10-20k,Masters,Expat-Asian,100-250,Quarterly,"YouTube, Snapchat",Macro,Post,1-3,Snapchat,No,No,NotTrusted,"Post, Video",VeryUnlikely,11-25%,Neutral,No,Inauthentic,InStore,Month,"Brand, Ingredients"
43,Female,10-20k,Bachelors,Expat-Arab,250-500,Quarterly,"Instagram, Facebook",Macro,Reel,None,Facebook,Yes,Yes,NotTrusted,"Post, Story",VeryUnlikely,1-10%,Neutral,No,Repetitive,SocialMedia,Week,"Influencer, Friends"
26,Male,10-20k,Masters,Expat-Asian,100-250,Monthly,"YouTube, Instagram",Mega,Reel,1-3,Instagram,No,Yes,NotTrusted,"Reel, Post",Likely,1-10%,HighlyEffective,No,Overpromo,InStore,Month,"Price, Reviews"
43,Female,5-10k,HighSchool,Emirati,250-500,Monthly,"Snapchat, YouTube",Macro,Post,None,Snapchat,No,No,NotSure,"Reel, Story, Video",VeryUnlikely,No,HighlyEffective,No,Unrelatable,SocialMedia,Month,"Influencer, Reviews"
35,Male,<5k,HighSchool,Expat-Asian,100-250,Weekly,"TikTok, Snapchat",Micro,Reel,None,TikTok,Yes,Yes,Expensive,"Post, Video, Reel",VeryLikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Price, Friends"
27,Male,30k+,Doctorate,Expat-Arab,100-250,Monthly,"YouTube, Facebook",Mega,Reel,1-3,YouTube,Yes,Yes,TooManyOptions,"Video, Story",Neutral,No,SomewhatEffective,No,Inauthentic,FriendsFamily,Immediate,"Friends, Influencer"
35,Male,5-10k,Bachelors,Expat-Western,<100,Monthly,TikTok,Micro,Reel,1-3,TikTok,Yes,Yes,HardToFind,"Video, Story",Neutral,No,Neutral,Yes,Unrelatable,SocialMedia,Week,"Price, Reviews"
37,Male,10-20k,Masters,Emirati,100-250,Monthly,"Instagram, YouTube",Macro,Video,1-3,Instagram,No,Yes,Expensive,"Video, Story",Likely,No,Neutral,No,Inauthentic,OnlineSearch,Month,"Brand, Ingredients"
35,Female,10-20k,Bachelors,Expat-Asian,1000+,Monthly,TikTok,Mega,Post,1-3,TikTok,Yes,No,NotTrusted,"Video, Story",Likely,11-25%,SomewhatEffective,No,Overpromo,FriendsFamily,Week,"Brand, Friends"
20,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,"Instagram, Facebook, YouTube",Celebrity,Video,None,Facebook,Yes,Yes,NotSure,"Reel, Video, Story",VeryLikely,No,HighlyEffective,No,Overpromo,SocialMedia,Week,"Friends, Ingredients"
25,Male,5-10k,Bachelors,Expat-Asian,<100,Quarterly,"Facebook, Snapchat, Instagram",Micro,Post,1-3,Instagram,Yes,Yes,TooManyOptions,"Post, Reel",Unlikely,11-25%,Neutral,Yes,Unrelatable,SocialMedia,Month,"Ingredients, Price"
29,Female,5-10k,Bachelors,Emirati,100-250,Weekly,TikTok,Macro,Story,None,TikTok,Yes,Yes,NotSure,"Reel, Story",Likely,1-10%,NotEffective,No,Overpromo,OnlineSearch,Later,"Reviews, Ingredients"
30,Female,10-20k,Bachelors,Other,100-250,Monthly,"Snapchat, TikTok",Macro,Video,1-3,Snapchat,Yes,Yes,Expensive,Reel,Neutral,11-25%,NotEffective,No,Inauthentic,FriendsFamily,Week,"Friends, Brand"
35,Female,20-30k,Bachelors,Expat-Asian,<100,Monthly,Facebook,Micro,Video,1-3,Facebook,Yes,Yes,NotTrusted,"Post, Story, Video",VeryLikely,50%+,Neutral,No,Unrelatable,Ads,Month,"Friends, Influencer"
32,Male,30k+,Bachelors,Expat-Asian,100-250,Monthly,"Facebook, Instagram, YouTube",Micro,Story,1-3,Facebook,No,No,NotSure,"Story, Reel",Likely,No,SomewhatEffective,Yes,Overpromo,FriendsFamily,Never,"Friends, Ingredients"
21,Female,<5k,Bachelors,Expat-Arab,250-500,Quarterly,Facebook,Macro,Reel,1-3,Facebook,No,No,NotTrusted,"Post, Video",VeryUnlikely,11-25%,Neutral,No,Overpromo,Ads,Never,"Friends, Reviews"
33,Other,<5k,Masters,Expat-Asian,250-500,Monthly,"Instagram, YouTube, Snapchat",Macro,Reel,None,YouTube,Yes,Yes,Expensive,Post,Neutral,1-10%,Neutral,Yes,Inauthentic,OnlineSearch,Week,"Influencer, Brand"
35,Female,30k+,Bachelors,Expat-Arab,100-250,Quarterly,Instagram,Micro,Reel,None,Instagram,Yes,Yes,TooManyOptions,"Video, Story",VeryUnlikely,11-25%,Neutral,No,Inauthentic,FriendsFamily,Later,"Friends, Reviews"
34,Male,10-20k,Bachelors,Emirati,100-250,Monthly,Instagram,Macro,Post,1-3,Instagram,No,No,NotSure,"Video, Reel",Likely,1-10%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Reviews, Brand"
38,Male,20-30k,Bachelors,Emirati,1000+,Quarterly,YouTube,Macro,Reel,8+,YouTube,Yes,Yes,Expensive,"Reel, Video",VeryLikely,No,NotEffective,No,None,OnlineSearch,Never,"Influencer, Reviews"
36,Female,5-10k,Bachelors,Expat-Western,100-250,Monthly,Facebook,Mega,Story,1-3,Facebook,No,No,NotTrusted,Story,Likely,No,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Influencer, Friends"
34,Female,10-20k,Masters,Expat-Arab,100-250,Monthly,Instagram,Mega,Story,1-3,Instagram,Yes,Yes,NotTrusted,"Reel, Video, Post",Likely,No,HighlyEffective,No,Inauthentic,SocialMedia,Later,"Price, Ingredients"
30,Female,10-20k,Bachelors,Expat-Arab,100-250,Quarterly,"YouTube, Facebook, Instagram",Macro,Story,None,Facebook,No,No,NotTrusted,Story,VeryLikely,1-10%,HighlyEffective,No,Inauthentic,OnlineSearch,Later,"Price, Influencer"
19,Female,10-20k,HighSchool,Expat-Asian,100-250,Weekly,Instagram,Celebrity,Story,1-3,Instagram,No,No,HardToFind,"Video, Post, Reel",Neutral,50%+,SomewhatEffective,Yes,Inauthentic,InStore,Month,"Price, Reviews"
34,Male,5-10k,HighSchool,Expat-Asian,250-500,Quarterly,Instagram,Mega,Video,1-3,Instagram,Yes,Yes,TooManyOptions,Story,Likely,11-25%,SomewhatEffective,No,Unrelatable,OnlineSearch,Later,"Price, Friends"
32,Female,<5k,Bachelors,Emirati,100-250,Monthly,Instagram,Micro,Reel,1-3,Instagram,No,Yes,NotTrusted,Story,VeryLikely,No,HighlyEffective,No,Inauthentic,SocialMedia,Week,"Friends, Ingredients"
32,Female,10-20k,Masters,Expat-Asian,250-500,Monthly,"YouTube, Instagram",Micro,Video,4-7,YouTube,Yes,Yes,TooManyOptions,"Reel, Story",Likely,11-25%,Neutral,Yes,Overpromo,OnlineSearch,Week,"Price, Ingredients"
22,Female,5-10k,HighSchool,Emirati,<100,Weekly,"TikTok, Instagram, YouTube",Macro,Post,1-3,Instagram,Yes,Yes,TooManyOptions,"Reel, Story, Video",Neutral,11-25%,Neutral,No,Overpromo,OnlineSearch,Month,"Price, Reviews"
23,Female,5-10k,Masters,Emirati,100-250,Weekly,Instagram,Macro,Reel,None,Instagram,Yes,Yes,NotSure,"Video, Story, Post",Neutral,No,Neutral,Yes,Repetitive,SocialMedia,Never,"Price, Ingredients"
38,Female,30k+,Bachelors,Emirati,250-500,Quarterly,"TikTok, Instagram, Snapchat",Macro,Reel,1-3,TikTok,No,Yes,TooManyOptions,"Story, Reel, Video",Likely,No,SomewhatEffective,No,Overpromo,Ads,Month,"Brand, Price"
30,Male,5-10k,Bachelors,Expat-Western,100-250,Quarterly,TikTok,Macro,Reel,1-3,TikTok,Yes,No,HardToFind,"Story, Reel, Video",Likely,No,Neutral,No,Overpromo,FriendsFamily,Month,"Reviews, Price"
35,Female,20-30k,Masters,Emirati,250-500,Monthly,"Snapchat, TikTok",Macro,Reel,1-3,Snapchat,No,No,HardToFind,"Story, Reel",VeryLikely,26-50%,HighlyEffective,No,Repetitive,OnlineSearch,Month,"Brand, Reviews"
31,Male,5-10k,Bachelors,Emirati,100-250,Monthly,"YouTube, Instagram, TikTok",Macro,Reel,1-3,Instagram,Yes,Yes,NotSure,"Post, Story",Unlikely,11-25%,SomewhatEffective,No,Overpromo,Ads,Week,"Price, Brand"
31,Female,10-20k,Bachelors,Expat-Arab,250-500,Monthly,"Facebook, YouTube",Micro,Video,1-3,Facebook,Yes,Yes,NotTrusted,Story,Unlikely,No,SomewhatEffective,Yes,Repetitive,SocialMedia,Month,"Ingredients, Brand"
37,Female,30k+,HighSchool,Expat-Western,<100,Quarterly,"Facebook, Instagram",Mega,Reel,1-3,Facebook,No,No,NotTrusted,Post,Neutral,No,Neutral,No,Unrelatable,SocialMedia,Month,"Friends, Ingredients"
27,Female,<5k,HighSchool,Expat-Arab,500-1000,Weekly,Snapchat,Micro,Post,4-7,Snapchat,Yes,Yes,Expensive,"Video, Reel",VeryLikely,11-25%,SomewhatEffective,No,Overpromo,SocialMedia,Never,"Brand, Ingredients"
31,Female,<5k,Bachelors,Expat-Arab,100-250,Monthly,"YouTube, Instagram, Snapchat",Celebrity,Reel,1-3,YouTube,Yes,Yes,NotTrusted,Story,Likely,26-50%,HighlyEffective,No,Overpromo,SocialMedia,Week,"Ingredients, Price"
27,Female,5-10k,HighSchool,Emirati,500-1000,Quarterly,"Snapchat, Facebook, Instagram",Micro,Story,4-7,Instagram,Yes,Yes,TooManyOptions,"Video, Post",Neutral,11-25%,SomewhatEffective,No,None,OnlineSearch,Month,"Ingredients, Reviews"
27,Female,<5k,Bachelors,Expat-Asian,100-250,Weekly,"YouTube, Snapchat, Instagram",Celebrity,Story,1-3,Instagram,Yes,Yes,Expensive,"Story, Video, Reel",VeryUnlikely,1-10%,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Reviews, Friends"
28,Female,10-20k,Bachelors,Expat-Asian,250-500,Monthly,"Instagram, TikTok, Snapchat",Micro,Video,1-3,TikTok,No,No,Expensive,Post,VeryUnlikely,No,NotEffective,Yes,Repetitive,SocialMedia,Week,"Price, Reviews"
32,Male,20-30k,Bachelors,Expat-Asian,100-250,Rarely,Instagram,Micro,Story,4-7,Instagram,Yes,Yes,NotTrusted,"Post, Reel",Unlikely,1-10%,NotEffective,No,Inauthentic,SocialMedia,Month,"Reviews, Brand"
27,Female,5-10k,Bachelors,Expat-Arab,500-1000,Monthly,TikTok,Micro,Reel,1-3,TikTok,Yes,Yes,Expensive,"Post, Video, Reel",VeryLikely,No,HighlyEffective,No,Overpromo,FriendsFamily,Month,"Reviews, Influencer"
39,Female,5-10k,Bachelors,Expat-Arab,<100,Monthly,"YouTube, TikTok",Macro,Story,4-7,YouTube,Yes,Yes,Expensive,"Video, Post, Story",VeryUnlikely,11-25%,HighlyEffective,No,Repetitive,OnlineSearch,Week,"Influencer, Brand"
24,Male,5-10k,Bachelors,Emirati,<100,Weekly,TikTok,Mega,Post,1-3,TikTok,Yes,No,NotTrusted,"Video, Post, Reel",Neutral,No,HighlyEffective,Yes,Overpromo,SocialMedia,Week,"Friends, Brand"
29,Female,10-20k,Masters,Expat-Arab,100-250,Weekly,"TikTok, Instagram, YouTube",Macro,Story,None,Instagram,Yes,No,NotTrusted,"Post, Reel",Unlikely,11-25%,Neutral,No,None,SocialMedia,Later,"Ingredients, Price"
27,Female,<5k,HighSchool,Emirati,<100,Monthly,TikTok,Mega,Post,1-3,TikTok,No,Yes,HardToFind,"Video, Reel",Likely,No,HighlyEffective,Yes,Inauthentic,Ads,Never,"Influencer, Price"
41,Male,10-20k,Masters,Expat-Asian,100-250,Quarterly,"TikTok, Instagram",Macro,Reel,None,Instagram,No,No,NotSure,"Reel, Post",Likely,11-25%,HighlyEffective,No,Repetitive,SocialMedia,Week,"Price, Friends"
32,Other,10-20k,Bachelors,Other,1000+,Monthly,"Facebook, TikTok, Instagram",Macro,Story,8+,TikTok,Yes,Yes,NotSure,"Post, Video, Reel",Likely,No,SomewhatEffective,No,Overpromo,FriendsFamily,Month,"Influencer, Reviews"
38,Male,10-20k,Bachelors,Other,1000+,Quarterly,"TikTok, Facebook, Snapchat",Mega,Story,4-7,Snapchat,Yes,No,TooManyOptions,"Story, Reel, Post",VeryLikely,1-10%,SomewhatEffective,Yes,Inauthentic,FriendsFamily,Week,"Price, Ingredients"
20,Male,5-10k,Bachelors,Expat-Western,100-250,Quarterly,"TikTok, YouTube",Micro,Post,None,TikTok,No,No,Expensive,"Reel, Video, Post",Likely,1-10%,HighlyEffective,Yes,Repetitive,SocialMedia,Never,"Influencer, Brand"
32,Male,10-20k,HighSchool,Expat-Asian,500-1000,Monthly,"Facebook, YouTube",Macro,Story,None,Facebook,Yes,No,Expensive,"Video, Reel",Unlikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Ingredients, Price"
37,Female,<5k,HighSchool,Expat-Asian,250-500,Monthly,"YouTube, Snapchat, Facebook",Mega,Reel,1-3,YouTube,Yes,Yes,TooManyOptions,"Story, Reel",VeryLikely,26-50%,SomewhatEffective,No,Inauthentic,InStore,Later,"Price, Ingredients"
31,Female,5-10k,Bachelors,Expat-Arab,100-250,Monthly,Facebook,Mega,Post,1-3,Facebook,No,No,HardToFind,Post,VeryLikely,1-10%,SomewhatEffective,Yes,Inauthentic,Ads,Immediate,"Reviews, Friends"
38,Male,20-30k,Bachelors,Expat-Asian,250-500,Quarterly,TikTok,Celebrity,Reel,None,TikTok,Yes,No,Expensive,"Story, Video, Reel",VeryLikely,1-10%,NotEffective,No,Unrelatable,InStore,Month,"Price, Brand"
27,Female,10-20k,Masters,Expat-Asian,250-500,Quarterly,"Facebook, YouTube, Instagram",Mega,Video,1-3,Facebook,Yes,Yes,Expensive,"Story, Post",Likely,11-25%,HighlyEffective,No,None,SocialMedia,Month,"Influencer, Price"
40,Female,<5k,Bachelors,Expat-Asian,1000+,Weekly,"Facebook, YouTube, Snapchat",Micro,Reel,1-3,Snapchat,No,No,TooManyOptions,Post,VeryUnlikely,11-25%,SomewhatEffective,No,Inauthentic,OnlineSearch,Week,"Influencer, Price"
47,Male,5-10k,HighSchool,Expat-Asian,100-250,Quarterly,"YouTube, TikTok, Instagram",Mega,Reel,None,Instagram,No,No,NotTrusted,Post,VeryLikely,1-10%,NotEffective,Yes,Overpromo,SocialMedia,Week,"Ingredients, Influencer"
28,Female,5-10k,Bachelors,Expat-Arab,250-500,Monthly,YouTube,Macro,Post,4-7,YouTube,Yes,Yes,Expensive,"Post, Reel, Story",VeryLikely,26-50%,Neutral,Yes,Inauthentic,SocialMedia,Month,"Price, Reviews"
27,Female,5-10k,Bachelors,Expat-Arab,<100,Quarterly,Facebook,Celebrity,Story,4-7,Facebook,Yes,Yes,NotTrusted,"Story, Reel, Video",Unlikely,No,SomewhatEffective,No,Repetitive,FriendsFamily,Month,"Price, Friends"
41,Female,5-10k,Bachelors,Expat-Western,<100,Monthly,"TikTok, Snapchat, Facebook",Macro,Video,4-7,Snapchat,Yes,Yes,Expensive,"Story, Reel",Unlikely,No,Neutral,No,Inauthentic,SocialMedia,Immediate,"Brand, Ingredients"
42,Female,<5k,Bachelors,Emirati,<100,Monthly,"Facebook, Snapchat",Macro,Reel,4-7,Facebook,No,No,Expensive,Video,VeryLikely,1-10%,HighlyEffective,No,Inauthentic,Ads,Month,"Brand, Price"
27,Female,5-10k,Masters,Expat-Asian,1000+,Quarterly,"Instagram, Snapchat, YouTube",Macro,Reel,1-3,Snapchat,Yes,Yes,NotSure,"Post, Video, Story",Neutral,No,Neutral,No,Inauthentic,SocialMedia,Week,"Influencer, Price"
28,Other,10-20k,Masters,Expat-Western,500-1000,Monthly,"YouTube, Facebook, Snapchat",Micro,Reel,1-3,YouTube,Yes,Yes,Expensive,"Story, Reel, Post",Neutral,1-10%,NotEffective,No,Overpromo,OnlineSearch,Week,"Reviews, Influencer"
29,Female,10-20k,Bachelors,Expat-Asian,250-500,Monthly,YouTube,Micro,Story,1-3,YouTube,No,No,TooManyOptions,Post,Neutral,No,SomewhatEffective,Yes,Repetitive,OnlineSearch,Month,"Influencer, Price"
21,Female,10-20k,Bachelors,Expat-Asian,250-500,Weekly,"Facebook, TikTok, YouTube",Mega,Post,4-7,Facebook,Yes,Yes,NotSure,"Video, Post, Reel",Likely,No,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Ingredients, Price"
24,Male,<5k,Masters,Expat-Arab,100-250,Monthly,YouTube,Mega,Reel,8+,YouTube,Yes,Yes,TooManyOptions,Reel,VeryUnlikely,11-25%,HighlyEffective,No,Inauthentic,InStore,Month,"Brand, Reviews"
23,Female,30k+,Bachelors,Expat-Arab,<100,Monthly,"Snapchat, YouTube",Micro,Reel,1-3,YouTube,Yes,Yes,NotSure,Story,VeryLikely,1-10%,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Reviews, Price"
25,Female,20-30k,HighSchool,Expat-Western,100-250,Rarely,"YouTube, Snapchat, Instagram",Mega,Story,4-7,YouTube,Yes,Yes,NotSure,"Reel, Video, Post",Likely,50%+,SomewhatEffective,No,Repetitive,InStore,Month,"Reviews, Influencer"
30,Male,20-30k,Bachelors,Expat-Asian,100-250,Monthly,"Instagram, Snapchat",Macro,Video,1-3,Instagram,Yes,No,Expensive,Reel,Likely,11-25%,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Reviews, Price"
32,Male,20-30k,Bachelors,Expat-Asian,250-500,Monthly,"Snapchat, Instagram, Facebook",Macro,Story,1-3,Instagram,No,No,NotTrusted,Reel,Likely,No,HighlyEffective,No,Inauthentic,SocialMedia,Never,"Influencer, Price"
41,Female,30k+,Bachelors,Emirati,250-500,Quarterly,"TikTok, Snapchat",Micro,Story,1-3,TikTok,No,No,NotSure,"Video, Story",Unlikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Week,"Friends, Price"
24,Female,10-20k,Bachelors,Emirati,<100,Monthly,Facebook,Mega,Video,None,Facebook,Yes,Yes,NotTrusted,Video,Neutral,No,SomewhatEffective,No,Repetitive,OnlineSearch,Later,"Reviews, Influencer"
37,Female,5-10k,Bachelors,Other,<100,Monthly,"TikTok, Snapchat, Facebook",Macro,Reel,None,Facebook,Yes,Yes,TooManyOptions,"Reel, Story, Post",VeryLikely,11-25%,SomewhatEffective,No,Unrelatable,OnlineSearch,Week,"Friends, Price"
29,Female,10-20k,HighSchool,Expat-Arab,<100,Quarterly,"Facebook, Snapchat, YouTube",Macro,Story,1-3,Facebook,Yes,No,TooManyOptions,Video,Likely,No,SomewhatEffective,No,Overpromo,OnlineSearch,Month,"Price, Brand"
30,Male,10-20k,Bachelors,Expat-Asian,100-250,Quarterly,"Instagram, YouTube",Macro,Post,1-3,YouTube,Yes,No,NotTrusted,Story,Likely,No,SomewhatEffective,No,Inauthentic,InStore,Month,"Price, Reviews"
35,Female,10-20k,Bachelors,Emirati,500-1000,Quarterly,TikTok,Micro,Post,1-3,TikTok,Yes,Yes,NotTrusted,"Post, Video, Story",VeryUnlikely,26-50%,Neutral,No,Overpromo,SocialMedia,Week,"Influencer, Price"
23,Male,10-20k,Bachelors,Expat-Asian,250-500,Quarterly,"Instagram, Facebook",Macro,Reel,1-3,Instagram,No,No,Expensive,Post,Neutral,1-10%,SomewhatEffective,No,None,SocialMedia,Month,"Reviews, Price"
33,Female,<5k,Bachelors,Expat-Western,500-1000,Monthly,"Snapchat, Facebook",Micro,Story,1-3,Facebook,Yes,Yes,NotSure,Post,Neutral,No,Neutral,No,Inauthentic,InStore,Week,"Brand, Influencer"
32,Female,5-10k,Bachelors,Expat-Asian,100-250,Rarely,Facebook,Micro,Reel,1-3,Facebook,Yes,Yes,Expensive,Video,Neutral,No,SomewhatEffective,No,Repetitive,SocialMedia,Immediate,"Influencer, Ingredients"
34,Female,20-30k,HighSchool,Emirati,100-250,Monthly,"Facebook, Snapchat",Macro,Video,1-3,Snapchat,Yes,Yes,Expensive,"Video, Post, Story",Neutral,11-25%,NotEffective,No,Unrelatable,SocialMedia,Week,"Price, Ingredients"
33,Female,10-20k,HighSchool,Expat-Asian,<100,Quarterly,"YouTube, Facebook",Mega,Reel,1-3,YouTube,Yes,Yes,HardToFind,"Reel, Post",Neutral,26-50%,Neutral,No,Inauthentic,OnlineSearch,Month,"Influencer, Ingredients"
48,Male,10-20k,Masters,Expat-Asian,500-1000,Monthly,"Snapchat, Facebook, YouTube",Macro,Story,4-7,YouTube,Yes,Yes,NotSure,"Story, Post",Likely,No,SomewhatEffective,No,Overpromo,SocialMedia,Later,"Reviews, Brand"
26,Female,5-10k,Masters,Expat-Arab,250-500,Rarely,"YouTube, Instagram",Micro,Reel,1-3,YouTube,Yes,No,NotTrusted,Story,Unlikely,No,HighlyEffective,No,None,OnlineSearch,Week,"Price, Brand"
27,Female,5-10k,Bachelors,Expat-Western,<100,Quarterly,"Snapchat, Instagram, TikTok",Macro,Story,1-3,TikTok,Yes,Yes,NotTrusted,"Story, Reel, Post",Neutral,11-25%,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Ingredients, Reviews"
26,Female,20-30k,HighSchool,Expat-Asian,250-500,Quarterly,Snapchat,Mega,Post,4-7,Snapchat,No,No,HardToFind,"Video, Story, Reel",Neutral,11-25%,NotEffective,Yes,Repetitive,FriendsFamily,Immediate,"Influencer, Friends"
27,Male,10-20k,Bachelors,Expat-Western,100-250,Monthly,"Snapchat, Facebook",Macro,Post,4-7,Snapchat,Yes,Yes,NotSure,"Story, Post, Reel",VeryUnlikely,11-25%,SomewhatEffective,No,Inauthentic,OnlineSearch,Week,"Friends, Reviews"
26,Female,10-20k,Bachelors,Expat-Asian,250-500,Monthly,Facebook,Mega,Story,4-7,Facebook,Yes,Yes,NotTrusted,"Post, Story, Video",Unlikely,1-10%,SomewhatEffective,No,Unrelatable,SocialMedia,Later,"Friends, Reviews"
39,Female,5-10k,Masters,Expat-Arab,1000+,Monthly,"Facebook, YouTube, TikTok",Macro,Video,1-3,YouTube,Yes,Yes,NotSure,"Reel, Story",Unlikely,26-50%,HighlyEffective,Yes,Repetitive,SocialMedia,Month,"Brand, Influencer"
40,Male,10-20k,HighSchool,Expat-Arab,250-500,Quarterly,"Snapchat, Instagram, Facebook",Mega,Post,None,Instagram,No,No,NotTrusted,"Post, Story, Video",VeryUnlikely,No,Neutral,Yes,Repetitive,OnlineSearch,Week,"Influencer, Reviews"
27,Male,5-10k,HighSchool,Expat-Arab,250-500,Monthly,"YouTube, Instagram, Facebook",Micro,Post,1-3,YouTube,Yes,Yes,NotSure,"Story, Reel",VeryLikely,No,SomewhatEffective,Yes,Overpromo,SocialMedia,Week,"Friends, Price"
