Age,Gender,Nationality,Occupation,Income_Bracket,Income_Numeric,Buy_Frequency,Monthly_Spend,Brand_Preferences,Influencer_Purchased,Platforms_Followed,Influencer_Tier,Ad_Formats_Engaged,Engagement_Level,Motivations,Skincare_Concerns,Online_Buying_Challenges,Influencer_1Month_Importance,Likelihood_Buy_Next_Month,Giveaway_Challenge_Participation,Willingness_to_Pay_More,Open_Feedback,Last_Brand_Purchased
25-34,Male,Emirati,Student,5000-10000,6763.0,2–3 times a month,383.0,International brands,No,Instagram,Micro-influencer,Reel/Short Video,Rarely,"Influencer recommendation,Ingredients","Aging/wrinkles,Dryness",Delivery issues,Very important,Neutral,Yes,21–30%,Use less retouching in photos.,Glow Recipe
25-34,Female,Egyptian,Other,<5000,10344.0,Weekly,699.0,"Local brands,International brands",Yes,Snapchat,Micro-influencer,"Story,Reel/Short Video",Sometimes,"Influencer recommendation,Ingredients","Dryness,Aging/wrinkles,Acne",Too many choices,Very important,Very likely,Yes,1–10%,Show skincare routine without filters.,CeraVe
25-34,Male,Indian,Employed part-time,5000-10000,10949.0,Once a month,1158.0,"Drugstore,Dermatologist-recommended,Premium",Yes,YouTube,Celebrity influencer,"Story,Live Stream",Rarely,"Ingredients,Brand reputation","Oily skin,Acne,Aging/wrinkles","Hard to judge authenticity,Prefer in-store experience,Delivery issues",Very important,Very likely,No,11–20%,Be more transparent about paid partnerships.,Cetaphil
Under 18,Male,Indian,Employed full-time,>35000,6862.0,2–3 times a month,489.0,"K-beauty/J-beauty,Dermatologist-recommended",Yes,"Snapchat,YouTube,TikTok",Micro-influencer,"Post,Story,Live Stream",Sometimes,"Influencer recommendation,Packaging/design","Acne,Oily skin,Aging/wrinkles,Hyperpigmentation",Delivery issues,Important,Neutral,Maybe,0% (none),Include more before-and-after photos.,Huda Beauty
25-34,Female,British,Student,>35000,3403.0,2–3 times a month,1102.0,"Local brands,Premium",Yes,"Instagram,YouTube",Celebrity influencer,"Post,Reel/Short Video",Rarely,"Friends/family recommendation,Brand reputation",Oily skin,"Prefer in-store experience,Delivery issues",Very important,Very unlikely,Yes,0% (none),,Glow Recipe
18-24,Female,Other,Employed full-time,5000-10000,2884.0,Less than once a month,2714.0,"Drugstore,International brands,Premium,K-beauty/J-beauty",Yes,"Instagram,YouTube,TikTok",Macro-influencer,Post,Often,"Packaging/design,Ingredients","Aging/wrinkles,Dryness,Hyperpigmentation","Hard to judge authenticity,Prefer in-store experience,Lack of trust in reviews",Somewhat important,Unlikely,Yes,0% (none),Be more transparent about paid partnerships.,
45 or older,Female,Other,Employed full-time,<5000,2151.0,Once a month,787.0,"Organic/Natural,International brands,Drugstore",Yes,"Snapchat,TikTok",Macro-influencer,Long-form Video,Never,"Discounts/offers,Packaging/design","Acne,Sensitivity","Not sure if product suits me,Prefer in-store experience",Important,Neutral,Yes,0% (none),Include more before-and-after photos.,CeraVe
18-24,Female,Pakistani,Employed full-time,<5000,20610.0,Weekly,679.0,"Drugstore,International brands,Dermatologist-recommended,Premium",Yes,YouTube,Micro-influencer,"Live Stream,Reel/Short Video,Post",Sometimes,"Ingredients,Brand reputation","Sensitivity,Dryness",Not sure if product suits me,Neutral,Very likely,Yes,Over 30%,Be more transparent about paid partnerships.,
25-34,Male,Indian,Employed part-time,5000-10000,4428.0,Weekly,383.0,"Premium,K-beauty/J-beauty,Drugstore,International brands",Yes,TikTok,Macro-influencer,Post,Rarely,"Discounts/offers,Influencer recommendation","Aging/wrinkles,Oily skin,Acne","Hard to judge authenticity,Delivery issues",Neutral,Neutral,No,1–10%,Use less retouching in photos.,
18-24,Male,Egyptian,Other,>35000,4139.0,Once a month,202.0,"Drugstore,International brands,Dermatologist-recommended,Organic/Natural",Yes,"Snapchat,Instagram",Macro-influencer,"Post,Long-form Video,Story",Never,"Discounts/offers,Reviews","Hyperpigmentation,Acne,Dryness,Oily skin","Not sure if product suits me,Lack of trust in reviews,Hard to judge authenticity",Important,Very likely,Yes,11–20%,,The Ordinary
45 or older,Male,Indian,Employed full-time,<5000,13987.0,Weekly,314.0,International brands,Yes,Snapchat,Micro-influencer,Blog/Article,Often,"Discounts/offers,Influencer recommendation","Oily skin,Acne,Sensitivity,Aging/wrinkles","Prefer in-store experience,Hard to judge authenticity",Somewhat important,Unlikely,Maybe,Over 30%,,Neutrogena
25-34,Female,Pakistani,Business owner,10000-20000,5471.0,Weekly,688.0,"Drugstore,Premium",No,"YouTube,TikTok,Instagram",Micro-influencer,Reel/Short Video,Often,"Discounts/offers,Brand reputation","Hyperpigmentation,Dryness,Acne","Delivery issues,Hard to judge authenticity,Prefer in-store experience",Very important,Very likely,Maybe,0% (none),Share more honest reviews.,Drunk Elephant
25-34,Female,Indian,Student,<5000,8348.0,2–3 times a month,156.0,"International brands,Drugstore,Dermatologist-recommended",No,"Instagram,YouTube,TikTok",Micro-influencer,"Blog/Article,Live Stream",Never,"Discounts/offers,Influencer recommendation",Acne,Hard to judge authenticity,Important,Neutral,Maybe,0% (none),Show skincare routine without filters.,Drunk Elephant
18-24,Male,Pakistani,Employed full-time,>35000,3596.0,Weekly,1264.0,Drugstore,Yes,YouTube,Macro-influencer,"Post,Story",Often,"Discounts/offers,Reviews","Dryness,Oily skin,Hyperpigmentation","Hard to judge authenticity,Lack of trust in reviews,Too many choices",Very important,Likely,Yes,21–30%,Share more honest reviews.,Huda Beauty
35-44,Female,Indian,Student,5000-10000,30913.0,More than once a week,1094.0,International brands,Yes,YouTube,Micro-influencer,Post,Sometimes,"Discounts/offers,Friends/family recommendation",Acne,Too many choices,Very important,Very unlikely,No,1–10%,,Glow Recipe
18-24,Female,Indian,Employed part-time,20000-35000,19169.0,2–3 times a month,1250.0,"Premium,Drugstore,Dermatologist-recommended",Yes,YouTube,Macro-influencer,Reel/Short Video,Sometimes,"Influencer recommendation,Ingredients",Acne,Not sure if product suits me,Very important,Neutral,Maybe,1–10%,Include more before-and-after photos.,Neutrogena
35-44,Female,Other,Other,5000-10000,19942.0,Once a month,607.0,Drugstore,Yes,"YouTube,TikTok",Macro-influencer,Live Stream,Sometimes,"Brand reputation,Friends/family recommendation","Hyperpigmentation,Acne",Prefer in-store experience,Not important,Unlikely,Yes,0% (none),,Neutrogena
18-24,Female,Emirati,Employed part-time,10000-20000,6700.0,More than once a week,269.0,Drugstore,Yes,Instagram,Micro-influencer,Live Stream,Often,"Influencer recommendation,Discounts/offers","Dryness,Oily skin,Acne,Other",Not sure if product suits me,Important,Very unlikely,Maybe,11–20%,,CeraVe
18-24,Male,Filipino,Student,5000-10000,14933.0,2–3 times a month,1158.0,Drugstore,Yes,"Instagram,Facebook",Macro-influencer,"Post,Long-form Video",Rarely,"Influencer recommendation,Discounts/offers","Dryness,Aging/wrinkles,Acne",Delivery issues,Neutral,Unlikely,Maybe,1–10%,Use less retouching in photos.,
Under 18,Female,Indian,Employed full-time,<5000,3398.0,Less than once a month,315.0,K-beauty/J-beauty,No,"Snapchat,TikTok",Micro-influencer,"Reel/Short Video,Long-form Video",Sometimes,"Influencer recommendation,Brand reputation","Hyperpigmentation,Sensitivity,Aging/wrinkles,Acne","Too many choices,Lack of trust in reviews,Prefer in-store experience",Somewhat important,Likely,Yes,11–20%,,
25-34,Female,Emirati,Employed full-time,20000-35000,2078.0,2–3 times a month,104.0,"Organic/Natural,Drugstore,Premium,K-beauty/J-beauty",No,Facebook,Macro-influencer,"Story,Long-form Video,Reel/Short Video",Sometimes,"Influencer recommendation,Discounts/offers","Sensitivity,Oily skin,Acne,Dryness","Too many choices,Hard to judge authenticity",Neutral,Neutral,Yes,Over 30%,Show skincare routine without filters.,Cetaphil
25-34,Female,Emirati,Employed full-time,20000-35000,2182.0,2–3 times a month,296.0,"Organic/Natural,Local brands",Yes,"Instagram,TikTok",Micro-influencer,Blog/Article,Often,"Discounts/offers,Friends/family recommendation","Oily skin,Dryness,Sensitivity,Aging/wrinkles","Not sure if product suits me,Lack of trust in reviews",Important,Likely,Yes,1–10%,,La Roche-Posay
18-24,Female,Indian,Homemaker,20000-35000,9950.0,Weekly,411.0,Drugstore,Yes,"Instagram,Facebook,TikTok",Micro-influencer,Story,Always,"Ingredients,Reviews","Sensitivity,Aging/wrinkles",Hard to judge authenticity,Somewhat important,Likely,Yes,1–10%,,
35-44,Female,Egyptian,Homemaker,10000-20000,44815.0,2–3 times a month,482.0,"Drugstore,International brands,Premium,Dermatologist-recommended",No,"Snapchat,Instagram,TikTok",Micro-influencer,Story,Often,"Reviews,Influencer recommendation","Aging/wrinkles,Dryness","Not sure if product suits me,Hard to judge authenticity",Important,Likely,Maybe,0% (none),Be more transparent about paid partnerships.,Huda Beauty
25-34,Female,Indian,Employed part-time,20000-35000,8569.0,Once a month,370.0,"International brands,Organic/Natural,K-beauty/J-beauty",Yes,"YouTube,Facebook,Instagram",Mega-influencer,Long-form Video,Often,"Packaging/design,Ingredients",Oily skin,"Hard to judge authenticity,Delivery issues,Prefer in-store experience",Important,Very likely,Maybe,0% (none),,Huda Beauty
25-34,Male,Other,Employed full-time,<5000,2067.0,2–3 times a month,867.0,"K-beauty/J-beauty,Drugstore,International brands",No,"TikTok,Snapchat",Micro-influencer,Post,Always,"Ingredients,Influencer recommendation","Acne,Hyperpigmentation,Dryness",Hard to judge authenticity,Not important,Likely,Maybe,1–10%,Show skincare routine without filters.,La Roche-Posay
25-34,Female,Pakistani,Employed full-time,5000-10000,6944.0,2–3 times a month,509.0,"Dermatologist-recommended,Drugstore",Yes,"YouTube,Instagram,Facebook",Micro-influencer,"Reel/Short Video,Post",Often,"Packaging/design,Ingredients",Acne,"Not sure if product suits me,Lack of trust in reviews",Important,Neutral,Yes,0% (none),Be more transparent about paid partnerships.,Glow Recipe
25-34,Prefer not to say,Filipino,Student,5000-10000,13395.0,Once a month,318.0,"Organic/Natural,Local brands,International brands",No,"TikTok,Facebook",Micro-influencer,"Reel/Short Video,Story",Often,"Friends/family recommendation,Ingredients","Sensitivity,Oily skin,Dryness,Acne","Not sure if product suits me,Lack of trust in reviews",Important,Neutral,Maybe,Over 30%,Be more transparent about paid partnerships.,Cetaphil
25-34,Female,Pakistani,Employed full-time,10000-20000,7262.0,2–3 times a month,1762.0,"Drugstore,International brands",No,"YouTube,TikTok,Instagram",Micro-influencer,"Post,Story,Reel/Short Video",Always,"Reviews,Discounts/offers","Acne,Sensitivity,Aging/wrinkles","Delivery issues,Too many choices",Very important,Neutral,Maybe,1–10%,Include more before-and-after photos.,
18-24,Male,Filipino,Employed full-time,5000-10000,13858.0,Weekly,620.0,Drugstore,No,Facebook,Mega-influencer,"Reel/Short Video,Post",Never,"Influencer recommendation,Ingredients",Acne,"Prefer in-store experience,Not sure if product suits me",Neutral,Likely,Maybe,Over 30%,,Glow Recipe
18-24,Male,British,Employed part-time,<5000,4388.0,Less than once a month,592.0,"Drugstore,Organic/Natural,International brands",Yes,"Instagram,Facebook",Macro-influencer,"Blog/Article,Reel/Short Video,Post",Sometimes,"Ingredients,Influencer recommendation","Aging/wrinkles,Hyperpigmentation,Other","Delivery issues,Too many choices,Not sure if product suits me",Important,Neutral,Maybe,0% (none),Share more honest reviews.,La Roche-Posay
35-44,Male,Indian,Employed part-time,10000-20000,17097.0,2–3 times a month,1118.0,"Drugstore,Dermatologist-recommended,Local brands",Yes,"YouTube,Facebook",Mega-influencer,Post,Often,"Influencer recommendation,Friends/family recommendation","Aging/wrinkles,Acne,Sensitivity","Too many choices,Hard to judge authenticity,Lack of trust in reviews",Important,Likely,Yes,Over 30%,Include more before-and-after photos.,CeraVe
45 or older,Female,Indian,Student,20000-35000,9990.0,Once a month,305.0,Drugstore,Yes,"Facebook,Instagram",Micro-influencer,"Reel/Short Video,Post",Always,"Reviews,Discounts/offers","Dryness,Oily skin,Acne",Not sure if product suits me,Very important,Very unlikely,Yes,1–10%,,
25-34,Female,Other,Employed full-time,5000-10000,4130.0,Once a month,1598.0,"Dermatologist-recommended,K-beauty/J-beauty,Drugstore",No,Instagram,Micro-influencer,"Post,Reel/Short Video",Often,"Discounts/offers,Ingredients",Acne,Not sure if product suits me,Important,Unlikely,Yes,11–20%,,
18-24,Male,Other,Employed full-time,<5000,4431.0,2–3 times a month,667.0,"Organic/Natural,Drugstore",Yes,"Instagram,YouTube",Macro-influencer,Long-form Video,Often,"Dermatologist advice,Influencer recommendation",Oily skin,Hard to judge authenticity,Important,Likely,Yes,0% (none),,Neutrogena
25-34,Female,Other,Employed full-time,5000-10000,10900.0,Once a month,386.0,"International brands,K-beauty/J-beauty,Drugstore",Yes,YouTube,Macro-influencer,Live Stream,Always,"Ingredients,Reviews","Other,Hyperpigmentation,Oily skin,Acne","Lack of trust in reviews,Prefer in-store experience",Neutral,Unlikely,No,1–10%,,Glow Recipe
25-34,Female,Filipino,Homemaker,5000-10000,17944.0,Weekly,1366.0,"Organic/Natural,K-beauty/J-beauty,International brands",Yes,"YouTube,Instagram,TikTok",Micro-influencer,"Reel/Short Video,Long-form Video",Sometimes,"Friends/family recommendation,Reviews","Sensitivity,Aging/wrinkles,Hyperpigmentation","Lack of trust in reviews,Prefer in-store experience",Not important,Unlikely,Yes,1–10%,Include more before-and-after photos.,
Under 18,Female,Egyptian,Student,5000-10000,6835.0,Once a month,630.0,"International brands,K-beauty/J-beauty,Dermatologist-recommended",Yes,YouTube,Macro-influencer,Reel/Short Video,Never,"Influencer recommendation,Discounts/offers","Acne,Dryness","Too many choices,Hard to judge authenticity",Somewhat important,Neutral,Yes,0% (none),Share more honest reviews.,
18-24,Female,Filipino,Employed full-time,10000-20000,4689.0,Weekly,871.0,"Organic/Natural,Drugstore,K-beauty/J-beauty,International brands",Yes,"TikTok,YouTube",Mega-influencer,"Reel/Short Video,Blog/Article,Post",Never,"Influencer recommendation,Packaging/design","Hyperpigmentation,Acne,Dryness,Aging/wrinkles",Delivery issues,Important,Neutral,Yes,0% (none),Use less retouching in photos.,Glow Recipe
35-44,Female,Filipino,Employed full-time,10000-20000,20157.0,Less than once a month,143.0,"International brands,Local brands",Yes,"Instagram,TikTok",Micro-influencer,Post,Sometimes,"Packaging/design,Discounts/offers",Oily skin,"Lack of trust in reviews,Prefer in-store experience,Not sure if product suits me",Important,Neutral,Maybe,21–30%,,
25-34,Female,Indian,Unemployed,10000-20000,11958.0,More than once a week,175.0,"Organic/Natural,Drugstore",Yes,"Instagram,TikTok",Macro-influencer,Live Stream,Sometimes,"Ingredients,Discounts/offers","Hyperpigmentation,Oily skin,Acne",Not sure if product suits me,Neutral,Neutral,Yes,0% (none),Share more honest reviews.,The Ordinary
Under 18,Male,Pakistani,Employed full-time,5000-10000,7349.0,2–3 times a month,485.0,"International brands,Organic/Natural,K-beauty/J-beauty,Drugstore",Yes,"Snapchat,Instagram",Micro-influencer,"Reel/Short Video,Long-form Video",Sometimes,"Ingredients,Discounts/offers","Acne,Other,Hyperpigmentation,Dryness","Not sure if product suits me,Hard to judge authenticity,Too many choices",Important,Unlikely,Yes,0% (none),Use less retouching in photos.,
18-24,Female,Indian,Employed full-time,20000-35000,8023.0,Weekly,505.0,"Dermatologist-recommended,International brands,Organic/Natural",No,"YouTube,TikTok,Facebook",Celebrity influencer,"Reel/Short Video,Story,Post",Sometimes,"Influencer recommendation,Reviews","Acne,Sensitivity,Aging/wrinkles,Dryness","Lack of trust in reviews,Too many choices,Hard to judge authenticity",Neutral,Unlikely,Yes,0% (none),Show skincare routine without filters.,
18-24,Female,Indian,Employed full-time,5000-10000,4056.0,Once a month,1156.0,"Drugstore,Local brands",No,Instagram,Macro-influencer,"Blog/Article,Story,Post",Always,"Discounts/offers,Brand reputation","Sensitivity,Hyperpigmentation,Acne,Aging/wrinkles","Too many choices,Hard to judge authenticity",Very important,Unlikely,Yes,21–30%,Use less retouching in photos.,Cetaphil
25-34,Female,Egyptian,Business owner,5000-10000,10871.0,2–3 times a month,225.0,Organic/Natural,No,YouTube,Micro-influencer,"Story,Blog/Article,Post",Sometimes,"Reviews,Influencer recommendation","Acne,Dryness,Aging/wrinkles,Sensitivity",Not sure if product suits me,Very important,Neutral,No,1–10%,Show skincare routine without filters.,Drunk Elephant
Under 18,Female,Indian,Other,20000-35000,5999.0,Once a month,1431.0,"Organic/Natural,Premium,Drugstore,Dermatologist-recommended",Yes,TikTok,Micro-influencer,"Post,Story,Long-form Video",Often,"Reviews,Influencer recommendation","Aging/wrinkles,Dryness",Not sure if product suits me,Very important,Neutral,No,0% (none),,
18-24,Female,Emirati,Employed full-time,5000-10000,50928.0,More than once a week,1155.0,"Organic/Natural,Dermatologist-recommended,Drugstore",No,"Instagram,YouTube,TikTok",Celebrity influencer,Live Stream,Always,"Packaging/design,Discounts/offers","Acne,Hyperpigmentation,Oily skin","Hard to judge authenticity,Lack of trust in reviews",Somewhat important,Likely,Yes,0% (none),Use less retouching in photos.,Cetaphil
35-44,Male,Emirati,Unemployed,<5000,7889.0,2–3 times a month,1242.0,"Premium,K-beauty/J-beauty",Yes,"Facebook,Instagram",Macro-influencer,Long-form Video,Sometimes,"Ingredients,Discounts/offers","Oily skin,Hyperpigmentation,Aging/wrinkles","Hard to judge authenticity,Prefer in-store experience",Important,Likely,Maybe,11–20%,Show skincare routine without filters.,Glow Recipe
18-24,Female,Other,Other,20000-35000,7988.0,2–3 times a month,264.0,"International brands,Premium,Drugstore,Organic/Natural",Yes,"Instagram,YouTube,TikTok",Micro-influencer,"Reel/Short Video,Post",Sometimes,"Dermatologist advice,Friends/family recommendation","Sensitivity,Hyperpigmentation,Acne","Prefer in-store experience,Not sure if product suits me",Very important,Likely,Yes,0% (none),,The Ordinary
25-34,Male,Filipino,Unemployed,5000-10000,9509.0,Weekly,766.0,"Drugstore,Organic/Natural,Dermatologist-recommended",Yes,Instagram,Macro-influencer,"Story,Long-form Video,Live Stream",Often,"Ingredients,Dermatologist advice","Aging/wrinkles,Dryness,Hyperpigmentation","Hard to judge authenticity,Too many choices,Delivery issues",Important,Likely,Maybe,0% (none),,
18-24,Male,Filipino,Employed part-time,10000-20000,24374.0,2–3 times a month,1049.0,"Organic/Natural,Premium,International brands,Drugstore",Yes,"YouTube,Other,Instagram",Macro-influencer,Post,Often,"Discounts/offers,Friends/family recommendation",Aging/wrinkles,"Hard to judge authenticity,Lack of trust in reviews,Too many choices",Neutral,Neutral,Maybe,0% (none),Use less retouching in photos.,The Ordinary
18-24,Female,Egyptian,Employed part-time,<5000,16522.0,Weekly,695.0,"International brands,Local brands,Organic/Natural",Yes,TikTok,Micro-influencer,"Post,Reel/Short Video",Sometimes,"Brand reputation,Friends/family recommendation","Oily skin,Acne,Hyperpigmentation","Too many choices,Lack of trust in reviews",Important,Very likely,Maybe,1–10%,Be more transparent about paid partnerships.,
18-24,Prefer not to say,Egyptian,Employed full-time,10000-20000,7399.0,2–3 times a month,607.0,"Premium,International brands",No,"Instagram,TikTok",Micro-influencer,"Post,Reel/Short Video,Long-form Video",Never,"Ingredients,Packaging/design","Oily skin,Dryness,Acne,Sensitivity","Too many choices,Prefer in-store experience",Important,Very unlikely,Yes,1–10%,Show skincare routine without filters.,La Roche-Posay
35-44,Male,Indian,Business owner,5000-10000,13415.0,Weekly,667.0,International brands,Yes,Instagram,Macro-influencer,"Reel/Short Video,Post,Long-form Video",Rarely,"Discounts/offers,Reviews","Hyperpigmentation,Dryness,Acne",Prefer in-store experience,Neutral,Unlikely,Yes,1–10%,Include more before-and-after photos.,Glow Recipe
35-44,Female,British,Employed full-time,<5000,9942.0,2–3 times a month,399.0,"International brands,Dermatologist-recommended",Yes,"YouTube,Instagram",Micro-influencer,"Story,Live Stream",Rarely,"Reviews,Dermatologist advice","Acne,Hyperpigmentation,Aging/wrinkles","Delivery issues,Not sure if product suits me,Hard to judge authenticity",Somewhat important,Neutral,Yes,11–20%,Show skincare routine without filters.,The Ordinary
35-44,Female,Egyptian,Employed part-time,10000-20000,8102.0,2–3 times a month,986.0,"Premium,Organic/Natural",Yes,"YouTube,Other",Micro-influencer,Story,Rarely,"Influencer recommendation,Ingredients","Other,Hyperpigmentation,Dryness","Lack of trust in reviews,Not sure if product suits me,Too many choices",Important,Very likely,Yes,0% (none),Use less retouching in photos.,
25-34,Male,Pakistani,Employed full-time,5000-10000,3922.0,Once a month,1206.0,"International brands,Premium,Local brands,Organic/Natural",Yes,Instagram,Mega-influencer,"Blog/Article,Live Stream,Long-form Video",Rarely,"Reviews,Discounts/offers",Dryness,"Not sure if product suits me,Prefer in-store experience,Too many choices",Very important,Very likely,Yes,0% (none),Show skincare routine without filters.,La Roche-Posay
25-34,Female,Indian,Business owner,5000-10000,7612.0,Weekly,343.0,"Premium,International brands,K-beauty/J-beauty,Organic/Natural",Yes,Instagram,Macro-influencer,Story,Sometimes,"Dermatologist advice,Brand reputation","Dryness,Aging/wrinkles,Sensitivity",Lack of trust in reviews,Very important,Very likely,Yes,0% (none),Share more honest reviews.,The Ordinary
18-24,Female,Egyptian,Homemaker,<5000,4539.0,2–3 times a month,994.0,"International brands,Premium,Drugstore",Yes,YouTube,Micro-influencer,"Blog/Article,Long-form Video",Always,"Ingredients,Reviews","Oily skin,Aging/wrinkles,Dryness","Not sure if product suits me,Hard to judge authenticity,Delivery issues",Somewhat important,Neutral,Yes,0% (none),Include more before-and-after photos.,CeraVe
18-24,Female,Filipino,Employed full-time,<5000,24169.0,2–3 times a month,345.0,"Dermatologist-recommended,Drugstore,International brands",No,TikTok,Micro-influencer,Story,Often,"Discounts/offers,Reviews","Oily skin,Acne,Hyperpigmentation,Dryness",Hard to judge authenticity,Important,Very likely,Yes,0% (none),Use less retouching in photos.,Glow Recipe
35-44,Male,Indian,Homemaker,5000-10000,5677.0,More than once a week,403.0,"Organic/Natural,Drugstore,Dermatologist-recommended",Yes,YouTube,Macro-influencer,Live Stream,Always,"Influencer recommendation,Discounts/offers",Dryness,"Delivery issues,Lack of trust in reviews,Hard to judge authenticity",Not important,Very unlikely,Maybe,1–10%,,
Under 18,Male,Filipino,Employed full-time,<5000,29379.0,Less than once a month,177.0,"International brands,Organic/Natural,Drugstore",No,TikTok,Macro-influencer,Post,Often,"Reviews,Ingredients","Acne,Aging/wrinkles","Delivery issues,Hard to judge authenticity,Not sure if product suits me",Very important,Likely,No,0% (none),Share more honest reviews.,Glow Recipe
18-24,Female,Emirati,Homemaker,20000-35000,8854.0,Weekly,629.0,"Local brands,Drugstore,Organic/Natural",No,Facebook,Macro-influencer,Story,Often,"Reviews,Discounts/offers","Aging/wrinkles,Dryness","Prefer in-store experience,Delivery issues",Not important,Very likely,Yes,11–20%,Include more before-and-after photos.,La Roche-Posay
18-24,Female,Indian,Employed full-time,<5000,10986.0,More than once a week,3937.0,"Drugstore,International brands,Premium,Dermatologist-recommended",No,TikTok,Micro-influencer,"Story,Post,Reel/Short Video",Sometimes,"Influencer recommendation,Friends/family recommendation","Acne,Dryness",Too many choices,Neutral,Likely,Maybe,1–10%,Be more transparent about paid partnerships.,
Under 18,Male,Egyptian,Employed full-time,5000-10000,9046.0,Weekly,416.0,Drugstore,No,"Instagram,YouTube,Snapchat",Macro-influencer,"Reel/Short Video,Post,Long-form Video",Sometimes,"Discounts/offers,Influencer recommendation",Acne,"Delivery issues,Hard to judge authenticity",Somewhat important,Neutral,Maybe,0% (none),Show skincare routine without filters.,CeraVe
18-24,Female,Emirati,Unemployed,<5000,3247.0,Weekly,1190.0,"Organic/Natural,Drugstore,Dermatologist-recommended,Local brands",No,TikTok,Mega-influencer,Reel/Short Video,Often,"Discounts/offers,Dermatologist advice","Acne,Sensitivity,Oily skin","Not sure if product suits me,Delivery issues,Prefer in-store experience",Important,Likely,Yes,1–10%,Show skincare routine without filters.,CeraVe
25-34,Male,Filipino,Employed full-time,5000-10000,6242.0,2–3 times a month,1251.0,Premium,Yes,YouTube,Micro-influencer,Post,Always,"Packaging/design,Ingredients",Other,Hard to judge authenticity,Neutral,Neutral,Yes,1–10%,,
25-34,Female,Filipino,Homemaker,20000-35000,2940.0,Once a month,625.0,K-beauty/J-beauty,Yes,"TikTok,Snapchat,Instagram",Micro-influencer,Long-form Video,Sometimes,"Influencer recommendation,Ingredients",Oily skin,"Lack of trust in reviews,Too many choices,Delivery issues",Very important,Unlikely,Yes,21–30%,Include more before-and-after photos.,
35-44,Male,Emirati,Employed full-time,<5000,10778.0,Weekly,541.0,"Local brands,Dermatologist-recommended",No,"YouTube,Instagram,TikTok",Mega-influencer,"Post,Reel/Short Video,Long-form Video",Never,"Packaging/design,Ingredients","Dryness,Aging/wrinkles,Acne,Hyperpigmentation","Too many choices,Lack of trust in reviews,Not sure if product suits me",Important,Likely,Maybe,11–20%,Show skincare routine without filters.,La Roche-Posay
35-44,Female,Other,Employed full-time,>35000,7330.0,Once a month,1596.0,Organic/Natural,No,"Snapchat,YouTube",Micro-influencer,"Story,Reel/Short Video,Long-form Video",Often,"Dermatologist advice,Reviews",Hyperpigmentation,"Lack of trust in reviews,Hard to judge authenticity",Important,Unlikely,Yes,0% (none),,CeraVe
18-24,Male,Indian,Employed full-time,5000-10000,15545.0,Once a month,554.0,"International brands,Drugstore,Organic/Natural",Yes,"TikTok,Instagram",Micro-influencer,Post,Rarely,"Reviews,Dermatologist advice","Acne,Sensitivity,Oily skin","Too many choices,Hard to judge authenticity",Neutral,Unlikely,Maybe,1–10%,,Drunk Elephant
18-24,Male,Indian,Employed full-time,10000-20000,4242.0,Weekly,338.0,K-beauty/J-beauty,Yes,"TikTok,YouTube,Instagram",Micro-influencer,"Reel/Short Video,Post,Long-form Video",Never,"Ingredients,Influencer recommendation","Sensitivity,Aging/wrinkles,Oily skin,Acne","Lack of trust in reviews,Prefer in-store experience",Somewhat important,Likely,No,0% (none),Use less retouching in photos.,CeraVe
25-34,Male,Indian,Employed full-time,10000-20000,3618.0,Once a month,458.0,Dermatologist-recommended,No,"Instagram,YouTube",Micro-influencer,"Story,Reel/Short Video,Blog/Article",Often,"Reviews,Brand reputation",Aging/wrinkles,"Prefer in-store experience,Too many choices,Lack of trust in reviews",Somewhat important,Likely,No,1–10%,Show skincare routine without filters.,Cetaphil
25-34,Male,Indian,Student,20000-35000,6693.0,More than once a week,579.0,"Dermatologist-recommended,Premium,Organic/Natural,International brands",Yes,"Snapchat,YouTube,Instagram",Micro-influencer,"Post,Reel/Short Video",Sometimes,"Influencer recommendation,Discounts/offers",Dryness,"Delivery issues,Too many choices",Important,Very unlikely,Yes,21–30%,Share more honest reviews.,CeraVe
18-24,Female,Emirati,Employed full-time,10000-20000,25505.0,Weekly,785.0,"Drugstore,Premium,K-beauty/J-beauty,Organic/Natural",Yes,"Instagram,Facebook,YouTube",Micro-influencer,Long-form Video,Often,"Dermatologist advice,Discounts/offers","Acne,Sensitivity","Hard to judge authenticity,Delivery issues",Important,Very unlikely,Yes,1–10%,Be more transparent about paid partnerships.,
25-34,Prefer not to say,British,Student,10000-20000,13154.0,Weekly,285.0,"International brands,Drugstore,K-beauty/J-beauty",Yes,"Instagram,Facebook,YouTube",Mega-influencer,"Reel/Short Video,Story",Always,"Discounts/offers,Reviews","Hyperpigmentation,Dryness,Aging/wrinkles,Acne","Lack of trust in reviews,Not sure if product suits me",Somewhat important,Very likely,Yes,0% (none),Share more honest reviews.,
25-34,Male,Other,Other,5000-10000,6886.0,Weekly,333.0,"Drugstore,Organic/Natural,International brands",No,"TikTok,Facebook,Instagram",Macro-influencer,"Live Stream,Reel/Short Video",Sometimes,"Reviews,Brand reputation","Aging/wrinkles,Oily skin,Acne",Lack of trust in reviews,Important,Unlikely,Yes,1–10%,Share more honest reviews.,
